País,Año,Precipitación (mm)
Comoros,1979,1641.2836
Comoros,1980,1975.0635
Comoros,1981,1321.5186
Comoros,1982,1938.1781
Comoros,1983,2868.589
Comoros,1984,920.6103
Comoros,1985,937.59576
Comoros,1986,432.41266
Comoros,1987,733.6985
Comoros,1988,1573.1731
Comoros,1989,665.337
Comoros,1990,349.98807
Comoros,1991,876.7502
Comoros,1992,3210.7676
Comoros,1993,13.662979
Comoros,1994,1561.8494
Comoros,1995,2422.674
Comoros,1996,397.0276
Comoros,1997,804.969
Comoros,1998,1174.1792
Comoros,1999,662.52423
Comoros,2000,1081.7675
Comoros,2001,2357.0278
Comoros,2002,759.9281
Comoros,2003,960.966
Comoros,2004,1214.0394
Comoros,2005,1493.786
Comoros,2006,1030.7607
Comoros,2007,1055.4277
Comoros,2008,797.4104
Comoros,2009,1421.3475
Comoros,2010,795.9147
Comoros,2011,365.52582
Comoros,2012,1824.8888
Comoros,2013,2143.9712
Comoros,2014,1805.8778
Comoros,2015,1509.0303
Comoros,2016,866.6134
Comoros,2017,1042.1667
Comoros,2018,1628.72
Comoros,2019,1806.7228
Comoros,2020,610.51117
Comoros,2021,1319.4166
Comoros,2022,1107.5248
Comoros,2023,2984.9854
Comoros,2024,400.9378
Democratic Republic of Congo,1940,257.35593
Democratic Republic of Congo,1941,1015.03986
Democratic Republic of Congo,1942,994.01855
Democratic Republic of Congo,1943,281.13272
Democratic Republic of Congo,1944,1028.2361
Democratic Republic of Congo,1945,961.6272
Democratic Republic of Congo,1946,1822.5906
Democratic Republic of Congo,1947,74.01686
Democratic Republic of Congo,1948,326.88336
Democratic Republic of Congo,1949,928.1986
Democratic Republic of Congo,1950,2252.0447
Democratic Republic of Congo,1951,1151.235
Democratic Republic of Congo,1952,1396.7081
Democratic Republic of Congo,1953,802.22144
Democratic Republic of Congo,1954,122.506065
Democratic Republic of Congo,1955,813.4692
Democratic Republic of Congo,1956,2119.3997
Democratic Republic of Congo,1957,791.84265
Democratic Republic of Congo,1958,614.51965
Democratic Republic of Congo,1959,1222.053
Democratic Republic of Congo,1960,2698.587
Democratic Republic of Congo,1961,42.434364
Democratic Republic of Congo,1962,765.9586
Democratic Republic of Congo,1963,877.9059
Democratic Republic of Congo,1964,1324.2427
Democratic Republic of Congo,1965,2164.2031
Democratic Republic of Congo,1966,2690.3923
Democratic Republic of Congo,1967,429.0356
Democratic Republic of Congo,1968,142.30478
Democratic Republic of Congo,1969,1045.288
Democratic Republic of Congo,1970,607.3485
Democratic Republic of Congo,1971,433.31375
Democratic Republic of Congo,1972,243.30627
Democratic Republic of Congo,1973,1517.4817
Democratic Republic of Congo,1974,349.29773
Democratic Republic of Congo,1975,1151.7299
Democratic Republic of Congo,1976,2277.424
Democratic Republic of Congo,1977,430.0197
Democratic Republic of Congo,1978,2052.6394
Democratic Republic of Congo,1979,769.5766
Democratic Republic of Congo,1980,1103.7201
Democratic Republic of Congo,1981,1590.5709
Democratic Republic of Congo,1982,1740.1377
Democratic Republic of Congo,1983,173.47076
Democratic Republic of Congo,1984,1279.378
Democratic Republic of Congo,1985,771.86993
Democratic Republic of Congo,1986,1181.53
Democratic Republic of Congo,1987,49.805157
Democratic Republic of Congo,1988,398.31262
Democratic Republic of Congo,1989,2732.1929
Democratic Republic of Congo,1990,3663.1282
Democratic Republic of Congo,1991,1513.8643
Democratic Republic of Congo,1992,2004.507
Democratic Republic of Congo,1993,2283.5405
Democratic Republic of Congo,1994,679.5702
Democratic Republic of Congo,1995,655.0229
Democratic Republic of Congo,1996,839.74304
Democratic Republic of Congo,1997,60.640015
Democratic Republic of Congo,1998,759.6454
Democratic Republic of Congo,1999,566.6073
Democratic Republic of Congo,2000,2105.418
Democratic Republic of Congo,2001,200.24203
Democratic Republic of Congo,2002,1215.6086
Democratic Republic of Congo,2003,2568.5588
Democratic Republic of Congo,2004,75.305885
Democratic Republic of Congo,2005,758.73193
Democratic Republic of Congo,2006,733.0523
Democratic Republic of Congo,2007,1439.8751
Democratic Republic of Congo,2008,3275.529
Democratic Republic of Congo,2009,810.6888
Democratic Republic of Congo,2010,1160.8551
Democratic Republic of Congo,2011,3097.9097
Democratic Republic of Congo,2012,419.56186
Democratic Republic of Congo,2013,595.00476
Democratic Republic of Congo,2014,1438.2223
Democratic Republic of Congo,2015,1325.2854
Democratic Republic of Congo,2016,595.33093
Democratic Republic of Congo,2017,1706.5481
Democratic Republic of Congo,2018,246.12614
Democratic Republic of Congo,2019,1398.8212
Democratic Republic of Congo,2020,773.61444
Democratic Republic of Congo,2021,1377.9583
Democratic Republic of Congo,2022,248.39276
Democratic Republic of Congo,2023,517.6859
Democratic Republic of Congo,2024,750.3405
Congo,1940,1726.6571
Congo,1941,1768.7241
Congo,1942,1728.5795
Congo,1943,1639.2626
Congo,1944,1338.8961
Congo,1945,275.74985
Congo,1946,620.65765
Congo,1947,196.80605
Congo,1948,804.3747
Congo,1949,1893.2189
Congo,1950,517.1387
Congo,1951,131.22298
Congo,1952,896.1456
Congo,1953,873.4727
Congo,1954,1215.4235
Congo,1955,236.87296
Congo,1956,1973.0441
Congo,1957,1732.4333
Congo,1958,1934.4467
Congo,1959,449.056
Congo,1960,1033.5991
Congo,1961,181.90848
Congo,1962,1720.8042
Congo,1963,821.9487
Congo,1964,998.46875
Congo,1965,288.7108
Congo,1966,1320.1003
Congo,1967,76.27597
Congo,1968,2914.6738
Congo,1969,895.1311
Congo,1970,1023.92395
Congo,1971,821.7907
Congo,1972,960.145
Congo,1973,868.2246
Congo,1974,798.33563
Congo,1975,334.56436
Congo,1976,1211.6938
Congo,1977,642.63324
Congo,1978,946.4779
Congo,1979,58.481216
Congo,1980,2377.1018
Congo,1981,809.8609
Congo,1982,914.87683
Congo,1983,1643.5277
Congo,1984,877.153
Congo,1985,3985.8018
Congo,1986,1672.041
Congo,1987,1095.8612
Congo,1988,718.7964
Congo,1989,1584.5521
Congo,1990,3030.241
Congo,1991,563.66943
Congo,1992,691.18146
Congo,1993,2071.0566
Congo,1994,221.45045
Congo,1995,1451.3728
Congo,1996,1638.6138
Congo,1997,646.33203
Congo,1998,1131.2676
Congo,1999,1681.792
Congo,2000,370.77875
Congo,2001,1428.545
Congo,2002,844.5642
Congo,2003,3413.5945
Congo,2004,1384.7289
Congo,2005,1947.2074
Congo,2006,1305.833
Congo,2007,1408.7782
Congo,2008,3643.8545
Congo,2009,953.4259
Congo,2010,1025.8026
Congo,2011,288.3766
Congo,2012,802.78235
Congo,2013,1060.8854
Congo,2014,775.52106
Congo,2015,236.53021
Congo,2016,1110.8901
Congo,2017,3589.1743
Congo,2018,4.5486927
Congo,2019,1693.6193
Congo,2020,2369.2922
Congo,2021,386.78546
Congo,2022,658.8373
Congo,2023,1118.7847
Congo,2024,578.2928
Cook Islands,1940,1018.978
Cook Islands,1941,2041.5505
Cook Islands,1942,549.7407
Cook Islands,1943,1169.6868
Cook Islands,1944,1873.4961
Cook Islands,1945,1451.2297
Cook Islands,1946,1033.9526
Cook Islands,1947,1332.8921
Cook Islands,1948,911.89984
Cook Islands,1949,859.11
Cook Islands,1950,679.56824
Cook Islands,1951,397.33582
Cook Islands,1952,1924.815
Cook Islands,1953,1977.2383
Cook Islands,1954,2119.3408
Cook Islands,1955,1818.2922
Cook Islands,1956,886.47253
Cook Islands,1957,1211.5516
Cook Islands,1958,1718.4447
Cook Islands,1959,1492.3326
Cook Islands,1960,589.9737
Cook Islands,1961,1202.703
Cook Islands,1962,1339.508
Cook Islands,1963,3121.3887
Cook Islands,1964,199.48453
Cook Islands,1965,108.29448
Cook Islands,1966,1143.2181
Cook Islands,1967,1081.6345
Cook Islands,1968,125.60913
Cook Islands,1969,1010.50977
Cook Islands,1970,1094.2267
Cook Islands,1971,1765.6167
Cook Islands,1972,21.920368
Cook Islands,1973,384.96896
Cook Islands,1974,787.5919
Cook Islands,1975,926.19037
Cook Islands,1976,913.91315
Cook Islands,1977,1554.7266
Cook Islands,1978,753.69305
Cook Islands,1979,57.949245
Cook Islands,1980,923.92487
Cook Islands,1981,1862.9335
Cook Islands,1982,667.75995
Cook Islands,1983,415.82254
Cook Islands,1984,1195.1648
Cook Islands,1985,1893.0616
Cook Islands,1986,15.114577
Cook Islands,1987,754.04205
Cook Islands,1988,1016.98755
Cook Islands,1989,1641.7924
Cook Islands,1990,1595.9907
Cook Islands,1991,2736.6123
Cook Islands,1992,344.70886
Cook Islands,1993,88.68789
Cook Islands,1994,1248.8895
Cook Islands,1995,868.71515
Cook Islands,1996,555.4152
Cook Islands,1997,322.84134
Cook Islands,1998,1686.2415
Cook Islands,1999,232.00429
Cook Islands,2000,1092.5159
Cook Islands,2001,2527.6267
Cook Islands,2002,319.6738
Cook Islands,2003,2342.0303
Cook Islands,2004,850.7237
Cook Islands,2005,1115.8931
Cook Islands,2006,1608.0444
Cook Islands,2007,1922.0865
Cook Islands,2008,179.36649
Cook Islands,2009,934.67554
Cook Islands,2010,682.11487
Cook Islands,2011,982.3605
Cook Islands,2012,22.954103
Cook Islands,2013,382.17905
Cook Islands,2014,3456.0735
Cook Islands,2015,3652.6492
Cook Islands,2016,1508.3038
Cook Islands,2017,2186.5173
Cook Islands,2018,2203.7393
Cook Islands,2019,712.5928
Cook Islands,2020,929.548
Cook Islands,2021,1205.8376
Cook Islands,2022,58.679718
Cook Islands,2023,663.57837
Cook Islands,2024,543.63275
Costa Rica,1940,1705.7778
Costa Rica,1941,168.58768
Costa Rica,1942,1523.9172
Costa Rica,1943,2740.2927
Costa Rica,1944,46.73972
Costa Rica,1945,729.5434
Costa Rica,1946,663.78394
Costa Rica,1947,1479.0774
Costa Rica,1948,2459.3816
Costa Rica,1949,817.2231
Costa Rica,1950,1229.0845
Costa Rica,1951,3540.438
Costa Rica,1952,223.17105
Costa Rica,1953,584.58563
Costa Rica,1954,1519.5736
Costa Rica,1955,1416.235
Costa Rica,1956,653.1208
Costa Rica,1957,1619.5125
Costa Rica,1958,216.99521
Costa Rica,1959,1475.9705
Costa Rica,1960,683.8263
Costa Rica,1961,1673.2682
Costa Rica,1962,128.13234
Costa Rica,1963,1099.586
Costa Rica,1964,769.4619
Costa Rica,1965,1227.7599
Costa Rica,1966,1414.7211
Costa Rica,1967,1531.9393
Costa Rica,1968,1077.999
Costa Rica,1969,1492.6447
Costa Rica,1970,195.4024
Costa Rica,1971,646.78973
Costa Rica,1972,145.18456
Costa Rica,1973,1049.3622
Costa Rica,1974,1871.0698
Costa Rica,1975,681.289
Costa Rica,1976,34.345585
Costa Rica,1977,958.87585
Costa Rica,1978,771.2972
Costa Rica,1979,1107.2588
Costa Rica,1980,274.9731
Costa Rica,1981,1600.7313
Costa Rica,1982,1978.0393
Costa Rica,1983,1780.6716
Costa Rica,1984,176.26955
Costa Rica,1985,1030.3516
Costa Rica,1986,127.16866
Costa Rica,1987,1635.832
Costa Rica,1988,1260.0942
Costa Rica,1989,966.65356
Costa Rica,1990,402.13696
Costa Rica,1991,1389.2037
Costa Rica,1992,57.696926
Costa Rica,1993,2841.8828
Costa Rica,1994,1080.3528
Costa Rica,1995,1314.609
Costa Rica,1996,662.26575
Costa Rica,1997,682.07935
Costa Rica,1998,906.47485
Costa Rica,1999,906.9312
Costa Rica,2000,392.2895
Costa Rica,2001,1166.3318
Costa Rica,2002,593.16003
Costa Rica,2003,628.91046
Costa Rica,2004,90.904236
Costa Rica,2005,2671.8352
Costa Rica,2006,542.2575
Costa Rica,2007,564.87915
Costa Rica,2008,1601.77
Costa Rica,2009,1031.2772
Costa Rica,2010,3215.4111
Costa Rica,2011,1545.0563
Costa Rica,2012,1297.7914
Costa Rica,2013,303.02338
Costa Rica,2014,1709.3805
Costa Rica,2015,2841.43
Costa Rica,2016,773.7034
Costa Rica,2017,655.614
Costa Rica,2018,2311.4602
Costa Rica,2019,95.7827
Costa Rica,2020,1496.532
Costa Rica,2021,1466.9404
Costa Rica,2022,697.43805
Costa Rica,2023,900.97424
Costa Rica,2024,1287.5068
Croatia,1940,231.59573
Croatia,1941,1422.172
Croatia,1942,826.5982
Croatia,1943,3162.0303
Croatia,1944,1480.4504
Croatia,1945,2067.1138
Croatia,1946,1651.8641
Croatia,1947,2020.0463
Croatia,1948,2410.8691
Croatia,1949,1130.3766
Croatia,1950,827.5999
Croatia,1951,273.41696
Croatia,1952,627.6832
Croatia,1953,1225.086
Croatia,1954,571.0229
Croatia,1955,286.1691
Croatia,1956,928.4307
Croatia,1957,3109.8066
Croatia,1958,6.3684373
Croatia,1959,1289.4397
Croatia,1960,2399.6965
Croatia,1961,489.44806
Croatia,1962,585.6291
Croatia,1963,1190.8696
Croatia,1964,669.2052
Croatia,1965,1100.4039
Croatia,1966,2329.999
Croatia,1967,589.2008
Croatia,1968,998.6769
Croatia,1969,1391.6204
Croatia,1970,1842.4551
Croatia,1971,709.0173
Croatia,1972,1322.2877
Croatia,1973,589.67456
Croatia,1974,1082.2722
Croatia,1975,779.4868
Croatia,1976,429.45724
Croatia,1977,1803.1385
Croatia,1978,1847.7717
Croatia,1979,1492.4604
Croatia,1980,1902.6288
Croatia,1981,838.3788
Croatia,1982,1004.83325
Croatia,1983,1445.0317
Croatia,1984,1651.3348
Croatia,1985,629.3187
Croatia,1986,1620.4932
Croatia,1987,1376.7228
Croatia,1988,3014.6433
Croatia,1989,259.83597
Croatia,1990,152.23701
Croatia,1991,934.54565
Croatia,1992,905.8495
Croatia,1993,178.18813
Croatia,1994,1069.2363
Croatia,1995,1000.70056
Croatia,1996,1883.7831
Croatia,1997,62.57054
Croatia,1998,318.42203
Croatia,1999,857.4713
Croatia,2000,939.63245
Croatia,2001,1150.2462
Croatia,2002,1421.4999
Croatia,2003,946.52106
Croatia,2004,75.648254
Croatia,2005,867.8653
Croatia,2006,1751.6947
Croatia,2007,609.27545
Croatia,2008,471.2235
Croatia,2009,1198.4518
Croatia,2010,2177.8464
Croatia,2011,13.2302
Croatia,2012,597.39703
Croatia,2013,593.05414
Croatia,2014,1485.424
Croatia,2015,1580.1694
Croatia,2016,2645.9033
Croatia,2017,289.70535
Croatia,2018,56.531162
Croatia,2019,1492.7996
Croatia,2020,869.5868
Croatia,2021,521.9873
Croatia,2022,312.8169
Croatia,2023,1681.7135
Croatia,2024,271.20422
Cuba,1940,909.77704
Cuba,1941,2587.2615
Cuba,1942,176.42168
Cuba,1943,2187.6333
Cuba,1944,523.5429
Cuba,1945,1504.3702
Cuba,1946,1382.9685
Cuba,1947,1351.4271
Cuba,1948,111.63141
Cuba,1949,900.54016
Cuba,1950,844.2218
Cuba,1951,1045.7075
Cuba,1952,94.18207
Cuba,1953,631.0248
Cuba,1954,2382.487
Cuba,1955,3545.582
Cuba,1956,1604.3203
Cuba,1957,2014.2285
Cuba,1958,1953.1339
Cuba,1959,559.59204
Cuba,1960,988.3516
Cuba,1961,1019.30927
Cuba,1962,89.23752
Cuba,1963,767.49854
Cuba,1964,533.11975
Cuba,1965,1982.3071
Cuba,1966,168.21289
Cuba,1967,1174.2783
Cuba,1968,3183.2124
Cuba,1969,60.161076
Cuba,1970,533.3398
Cuba,1971,804.6552
Cuba,1972,1466.5714
Cuba,1973,2433.8706
Cuba,1974,741.944
Cuba,1975,1343.9521
Cuba,1976,4453.147
Cuba,1977,238.48965
Cuba,1978,533.25116
Cuba,1979,1393.0557
Cuba,1980,1310.3132
Cuba,1981,763.1634
Cuba,1982,1464.1848
Cuba,1983,231.90263
Cuba,1984,1799.5867
Cuba,1985,664.36707
Cuba,1986,1292.5005
Cuba,1987,174.01987
Cuba,1988,1169.1504
Cuba,1989,710.4498
Cuba,1990,1353.3625
Cuba,1991,1561.6886
Cuba,1992,1928.2214
Cuba,1993,1302.0021
Cuba,1994,1479.8324
Cuba,1995,186.1829
Cuba,1996,644.01843
Cuba,1997,190.86517
Cuba,1998,713.974
Cuba,1999,2130.2834
Cuba,2000,523.4855
Cuba,2001,68.97529
Cuba,2002,816.71136
Cuba,2003,824.13586
Cuba,2004,1424.9786
Cuba,2005,239.21542
Cuba,2006,2501.365
Cuba,2007,1985.9197
Cuba,2008,1746.892
Cuba,2009,274.8303
Cuba,2010,1032.7169
Cuba,2011,188.5652
Cuba,2012,1298.5627
Cuba,2013,636.053
Cuba,2014,779.74023
Cuba,2015,372.24997
Cuba,2016,1711.1532
Cuba,2017,67.35396
Cuba,2018,2865.3394
Cuba,2019,1121.4647
Cuba,2020,1335.0513
Cuba,2021,868.4816
Cuba,2022,960.9661
Cuba,2023,723.97845
Cuba,2024,832.5241
Cyprus,1940,430.6693
Cyprus,1941,1213.2145
Cyprus,1942,554.8639
Cyprus,1943,1257.9684
Cyprus,1944,21.993637
Cyprus,1945,2252.0662
Cyprus,1946,726.56213
Cyprus,1947,897.43024
Cyprus,1948,1652.6296
Cyprus,1949,1098.5333
Cyprus,1950,3511.9502
Cyprus,1951,1579.1514
Cyprus,1952,1331.9978
Cyprus,1953,392.0579
Cyprus,1954,1818.9026
Cyprus,1955,3046.0867
Cyprus,1956,800.46924
Cyprus,1957,639.32446
Cyprus,1958,2057.193
Cyprus,1959,158.58118
Cyprus,1960,1724.7218
Cyprus,1961,1793.0857
Cyprus,1962,676.2572
Cyprus,1963,1097.599
Cyprus,1964,1532.3066
Cyprus,1965,239.91386
Cyprus,1966,1303.9412
Cyprus,1967,846.506
Cyprus,1968,3115.346
Cyprus,1969,1514.0383
Cyprus,1970,2094.5771
Cyprus,1971,1810.2397
Cyprus,1972,1813.303
Cyprus,1973,2935.9353
Cyprus,1974,1225.9607
Cyprus,1975,1239.7693
Cyprus,1976,273.144
Cyprus,1977,815.8199
Cyprus,1978,1227.4878
Cyprus,1979,829.61084
Cyprus,1980,306.68018
Cyprus,1981,1296.3048
Cyprus,1982,2437.2722
Cyprus,1983,10.866823
Cyprus,1984,1723.7776
Cyprus,1985,3051.1216
Cyprus,1986,356.16412
Cyprus,1987,723.62213
Cyprus,1988,1356.04
Cyprus,1989,503.69537
Cyprus,1990,965.77234
Cyprus,1991,2593.2026
Cyprus,1992,600.87476
Cyprus,1993,1220.1929
Cyprus,1994,1434.919
Cyprus,1995,2256.8784
Cyprus,1996,804.47705
Cyprus,1997,1271.6821
Cyprus,1998,893.7657
Cyprus,1999,1155.111
Cyprus,2000,867.07385
Cyprus,2001,413.35583
Cyprus,2002,1954.8849
Cyprus,2003,1751.8599
Cyprus,2004,1330.8403
Cyprus,2005,2139.0803
Cyprus,2006,1242.1746
Cyprus,2007,1164.3982
Cyprus,2008,1864.8058
Cyprus,2009,1722.5013
Cyprus,2010,711.73584
Cyprus,2011,1195.6632
Cyprus,2012,1162.1748
Cyprus,2013,3144.5896
Cyprus,2014,241.28517
Cyprus,2015,171.65822
Cyprus,2016,1147.9618
Cyprus,2017,1170.064
Cyprus,2018,175.84663
Cyprus,2019,1236.1355
Cyprus,2020,1385.55
Cyprus,2021,1631.8541
Cyprus,2022,60.27054
Cyprus,2023,363.20694
Cyprus,2024,820.79846
Czechia,1940,588.0222
Czechia,1941,1264.4857
Czechia,1942,1187.4552
Czechia,1943,823.7307
Czechia,1944,45.923267
Czechia,1945,836.8675
Czechia,1946,2002.3804
Czechia,1947,774.87854
Czechia,1948,424.97614
Czechia,1949,1297.5801
Czechia,1950,2149.76
Czechia,1951,20.209623
Czechia,1952,837.2405
Czechia,1953,855.4148
Czechia,1954,1267.5177
Czechia,1955,1230.0559
Czechia,1956,2636.983
Czechia,1957,278.26627
Czechia,1958,68.40493
Czechia,1959,1230.6995
Czechia,1960,705.6138
Czechia,1961,573.6335
Czechia,1962,280.125
Czechia,1963,1939.6783
Czechia,1964,370.2635
Czechia,1965,767.2587
Czechia,1966,2292.2952
Czechia,1967,268.79074
Czechia,1968,1991.6294
Czechia,1969,842.2374
Czechia,1970,990.66156
Czechia,1971,1557.7644
Czechia,1972,1778.754
Czechia,1973,58.748707
Czechia,1974,988.79034
Czechia,1975,824.38715
Czechia,1976,921.33514
Czechia,1977,41.916832
Czechia,1978,379.80783
Czechia,1979,2541.24
Czechia,1980,3716.28
Czechia,1981,1214.7506
Czechia,1982,1838.3925
Czechia,1983,2211.6462
Czechia,1984,766.55707
Czechia,1985,1195.4285
Czechia,1986,1151.5027
Czechia,1987,29.766533
Czechia,1988,788.8569
Czechia,1989,538.4661
Czechia,1990,1730.5342
Czechia,1991,174.42131
Czechia,1992,1350.6747
Czechia,1993,3387.6958
Czechia,1994,50.897533
Czechia,1995,545.17944
Czechia,1996,759.9026
Czechia,1997,1367.1289
Czechia,1998,2497.1414
Czechia,1999,921.7914
Czechia,2000,1473.7119
Czechia,2001,3623.4033
Czechia,2002,405.91656
Czechia,2003,561.303
Czechia,2004,1394.9171
Czechia,2005,1342.0834
Czechia,2006,889.60455
Czechia,2007,1726.9589
Czechia,2008,202.11931
Czechia,2009,2120.3813
Czechia,2010,818.0595
Czechia,2011,1623.1138
Czechia,2012,157.61832
Czechia,2013,1470.5996
Czechia,2014,681.98035
Czechia,2015,1225.6984
Czechia,2016,1567.9573
Czechia,2017,2099.8513
Czechia,2018,1375.3286
Czechia,2019,1596.3647
Czechia,2020,156.3861
Czechia,2021,643.9272
Czechia,2022,129.72334
Czechia,2023,1058.1637
Czechia,2024,2126.603
Cote d'Ivoire,1940,659.25793
Cote d'Ivoire,1941,39.308933
Cote d'Ivoire,1942,991.52844
Cote d'Ivoire,1943,785.22375
Cote d'Ivoire,1944,793.4154
Cote d'Ivoire,1945,211.52815
Cote d'Ivoire,1946,1622.5754
Cote d'Ivoire,1947,2070.477
Cote d'Ivoire,1948,2005.3062
Cote d'Ivoire,1949,241.40358
Cote d'Ivoire,1950,1035.4994
Cote d'Ivoire,1951,226.52185
Cote d'Ivoire,1952,1023.89685
Cote d'Ivoire,1953,521.3934
Cote d'Ivoire,1954,961.77826
Cote d'Ivoire,1955,375.6163
Cote d'Ivoire,1956,983.6811
Cote d'Ivoire,1957,42.23946
Cote d'Ivoire,1958,2322.832
Cote d'Ivoire,1959,794.39734
Cote d'Ivoire,1960,1374.2025
Cote d'Ivoire,1961,934.721
Cote d'Ivoire,1962,1142.7765
Cote d'Ivoire,1963,773.921
Cote d'Ivoire,1964,685.4427
Cote d'Ivoire,1965,317.6044
Cote d'Ivoire,1966,1113.1025
Cote d'Ivoire,1967,540.1652
Cote d'Ivoire,1968,932.8142
Cote d'Ivoire,1969,49.829483
Cote d'Ivoire,1970,2000.9572
Cote d'Ivoire,1971,636.2223
Cote d'Ivoire,1972,835.90936
Cote d'Ivoire,1973,1925.2295
Cote d'Ivoire,1974,791.07245
Cote d'Ivoire,1975,2823.181
Cote d'Ivoire,1976,1158.8062
Cote d'Ivoire,1977,1074.3652
Cote d'Ivoire,1978,505.70914
Cote d'Ivoire,1979,1449.379
Cote d'Ivoire,1980,2794.1853
Cote d'Ivoire,1981,722.9261
Cote d'Ivoire,1982,537.26514
Cote d'Ivoire,1983,2467.642
Cote d'Ivoire,1984,195.16841
Cote d'Ivoire,1985,1632.369
Cote d'Ivoire,1986,1632.4205
Cote d'Ivoire,1987,639.0365
Cote d'Ivoire,1988,1177.4712
Cote d'Ivoire,1989,1397.3337
Cote d'Ivoire,1990,303.11072
Cote d'Ivoire,1991,1533.591
Cote d'Ivoire,1992,932.4884
Cote d'Ivoire,1993,3003.1304
Cote d'Ivoire,1994,1830.1078
Cote d'Ivoire,1995,2215.0693
Cote d'Ivoire,1996,1834.214
Cote d'Ivoire,1997,1495.0391
Cote d'Ivoire,1998,2589.4214
Cote d'Ivoire,1999,965.48914
Cote d'Ivoire,2000,924.5691
Cote d'Ivoire,2001,385.15414
Cote d'Ivoire,2002,757.19305
Cote d'Ivoire,2003,1044.5844
Cote d'Ivoire,2004,730.3761
Cote d'Ivoire,2005,276.52338
Cote d'Ivoire,2006,1205.4242
Cote d'Ivoire,2007,2730.221
Cote d'Ivoire,2008,13.360393
Cote d'Ivoire,2009,1379.4365
Cote d'Ivoire,2010,2989.6711
Cote d'Ivoire,2011,542.96326
Cote d'Ivoire,2012,717.6627
Cote d'Ivoire,2013,1253.666
Cote d'Ivoire,2014,705.89667
Cote d'Ivoire,2015,1012.92737
Cote d'Ivoire,2016,2210.539
Cote d'Ivoire,2017,726.6082
Cote d'Ivoire,2018,1040.0066
Cote d'Ivoire,2019,1644.8181
Cote d'Ivoire,2020,2357.981
Cote d'Ivoire,2021,1045.98
Cote d'Ivoire,2022,1269.0259
Cote d'Ivoire,2023,882.0518
Cote d'Ivoire,2024,862.4499
Denmark,1940,658.6743
Denmark,1941,406.22766
Denmark,1942,1945.9598
Denmark,1943,1726.1193
Denmark,1944,1730.6483
Denmark,1945,1857.3115
Denmark,1946,1063.1193
Denmark,1947,1250.431
Denmark,1948,1632.9874
Denmark,1949,2168.533
Denmark,1950,494.1675
Denmark,1951,1432.2422
Denmark,1952,1323.6628
Denmark,1953,2681.9238
Denmark,1954,257.95825
Denmark,1955,226.37802
Denmark,1956,980.82074
Denmark,1957,966.47644
Denmark,1958,224.39566
Denmark,1959,867.8975
Denmark,1960,1237.8741
Denmark,1961,1779.7322
Denmark,1962,77.29764
Denmark,1963,346.40042
Denmark,1964,1062.6687
Denmark,1965,837.2765
Denmark,1966,1124.2859
Denmark,1967,1328.1332
Denmark,1968,629.563
Denmark,1969,151.5641
Denmark,1970,729.27716
Denmark,1971,2276.1338
Denmark,1972,713.88635
Denmark,1973,567.0
Denmark,1974,1192.7522
Denmark,1975,1931.2253
Denmark,1976,22.080776
Denmark,1977,694.9152
Denmark,1978,809.2024
Denmark,1979,1384.53
Denmark,1980,1745.1508
Denmark,1981,2366.5288
Denmark,1982,269.36935
Denmark,1983,63.141113
Denmark,1984,1364.8356
Denmark,1985,664.93
Denmark,1986,509.7274
Denmark,1987,285.37628
Denmark,1988,1405.9354
Denmark,1989,227.02725
Denmark,1990,962.85645
Denmark,1991,2600.4238
Denmark,1992,269.60373
Denmark,1993,2288.4492
Denmark,1994,942.0053
Denmark,1995,1715.6342
Denmark,1996,1353.5583
Denmark,1997,1550.378
Denmark,1998,105.68536
Denmark,1999,929.3152
Denmark,2000,551.75433
Denmark,2001,1186.8877
Denmark,2002,54.052906
Denmark,2003,512.39856
Denmark,2004,2346.4844
Denmark,2005,3678.6775
Denmark,2006,1209.7483
Denmark,2007,1946.5513
Denmark,2008,2051.5813
Denmark,2009,664.1422
Denmark,2010,849.20166
Denmark,2011,1133.61
Denmark,2012,38.98419
Denmark,2013,660.37787
Denmark,2014,584.908
Denmark,2015,2031.9985
Denmark,2016,184.50546
Denmark,2017,1553.2246
Denmark,2018,2789.1467
Denmark,2019,79.66117
Denmark,2020,688.1366
Denmark,2021,652.34125
Denmark,2022,1898.0743
Denmark,2023,2643.3162
Denmark,2024,665.4339
Djibouti,1940,1221.7148
Djibouti,1941,3965.517
Djibouti,1942,399.93182
Djibouti,1943,594.9513
Djibouti,1944,1580.1786
Djibouti,1945,1360.4103
Djibouti,1946,658.43024
Djibouti,1947,1528.5659
Djibouti,1948,241.37854
Djibouti,1949,1840.8591
Djibouti,1950,767.0665
Djibouti,1951,1375.7616
Djibouti,1952,212.97408
Djibouti,1953,1755.1965
Djibouti,1954,574.37695
Djibouti,1955,1621.7446
Djibouti,1956,1650.8859
Djibouti,1957,1586.6271
Djibouti,1958,963.84845
Djibouti,1959,1597.0398
Djibouti,1960,135.61656
Djibouti,1961,602.7092
Djibouti,1962,128.64977
Djibouti,1963,1046.8578
Djibouti,1964,2359.4019
Djibouti,1965,526.80005
Djibouti,1966,31.351583
Djibouti,1967,874.0966
Djibouti,1968,832.2127
Djibouti,1969,1161.034
Djibouti,1970,207.3223
Djibouti,1971,2610.1697
Djibouti,1972,2104.3274
Djibouti,1973,2006.0459
Djibouti,1974,347.69815
Djibouti,1975,1043.8403
